No,Drug_name,SMILES,initial_weight,BET,1h (20%RH end),2h (30%RH end),3h (40%RH end),4h (50%RH end),5h (60%RH end),6h (70%RH end),9h (80%RH end),10h (70%RH end),11h (60%RH end),12h (50%RH end),13h (40%RH end),14h (30%RH end),15h (20%RH end)
543,Ozagrel Sodium,C1=CC(=CC=C1CN2C=CN=C2)/C=C/C(=O)[O-].[Na+],47.758,1.7,0.033254849,0.066684339,0.096694186,0.127911092,0.152058373,0.182656275,0.278687418,0.247469745,0.210319827,0.196336831,0.088585472,0.055948451,0.05373608
544,p-Chloroacetanilide,CC(=O)NC1=CC=C(C=C1)Cl,42.4128,0.63,0.02784903,0.01637423,0.041248157,0.099248713,0.092616891,0.124011811,0.134261837,0.143965537,0.095513146,0.083599168,0.088700091,0.058888792,0.06237939
545,Sodium Glycididazole,CC1=NC=C(N1CCOC(=O)CN(CC(=O)[O-])CC(=O)OCCN2C(=NC=C2[N+](=O)[O-])C)[N+](=O)[O-].[Na+],51.7994,101.74,2.464168959,3.523503271,5.127410891,5.81433717,6.002516738,6.108403597,6.213066749,6.127343298,5.931340879,5.9209137,5.837279554,5.764183484,5.658440695
546,"2, 3, 4-Trimethoxybenzoic Acid",COC1=C(C(=C(C=C1)C(=O)O)OC)OC,41.5559,0.22,0.023947772,0.018541321,0.029769814,0.029021458,0.016412778,0.0926143,0.216878439,0.157177942,0.11550891,0.063165552,0.030664729,0.023777453,0.023124783
547,Albendazole,CCCSC1=CC2=C(C=C1)N=C(N2)NC(=O)OC,51.4607,1.51,0.063327754,0.058676103,0.114008165,0.147361918,0.146873812,0.209896277,0.281316522,0.270576722,0.233794327,0.196632391,0.07611076,0.042529423,0.026189876
548,Terazosin Hydrochloride,COC1=C(C=C2C(=C1)C(=NC(=N2)N3CCN(CC3)C(=O)C4CCCO4)N)OC.O.O.Cl,56.5582,7.69,0.204483009,0.258466525,0.319479601,0.380541305,0.609200236,2.196659204,1.456962445,1.436604008,1.403966259,1.384453056,1.320593779,1.318432444,1.22987371
549,Benazepril Hydrochloride,CCOC(=O)[C@H](CCC1=CC=CC=C1)N[C@H]2CCC3=CC=CC=C3N(C2=O)CC(=O)O.Cl,46.4949,3.69,0.090371719,0.130985976,0.199750284,0.236330373,0.287547207,0.428416597,0.592906814,0.511463048,0.426983826,0.33349409,0.207069374,0.149560891,0.112243753
550,Maltose,C(C1C(C(C(C(O1)OC2C(OC(C(C2O)O)O)CO)O)O)O)O.O,52.1431,1.29,0.048738435,0.052555218,0.054169324,0.063118135,0.074110566,0.101139728,0.135482614,0.097393214,0.087495535,0.068138827,0.059361285,0.054710489,0.0622167
551,Methyldopa,C[C@](CC1=CC(=C(C=C1)O)O)(C(=O)O)N.O,46.9429,28.42,0.945808622,0.967971224,0.991670825,1.024691679,1.03149478,1.051037623,1.083178296,1.023605897,1.024527802,0.984363514,0.960911215,0.92760007,0.912
552,Salbutamol,CC(C)(C)NCC(C1=CC(=C(C=C1)O)CO)O,59.4463,0.58,0.025121924,0.036796638,0.029337015,0.037741061,0.03000915,0.023437355,0.02886175,0.024227172,0.031549324,0.021081455,0.019215598,0.034217591,0.030510483
553,Oxymetazoline Hydrochloride,CC1=CC(=C(C(=C1CC2=NCCN2)C)O)C(C)(C)C.Cl,43.4796,1.71,0.028041472,0.062240923,0.090088555,0.127900098,0.157273511,0.2055477,0.271371437,0.244326426,0.213688827,0.162777518,0.146999249,0.119314358,0.082300533
554,Sodium Ascorbate,C([C@@H]([C@@H]1C(=C(C(=O)O1)O)[O-])O)O.[Na+],55.6279,0.04,0.036843311,0.028282641,0.049922398,0.046426697,0.024207754,0.039064889,0.243959199,0.028669518,0.050622359,0.047531907,0.04978889,0.054745324,0.059005084
555,Tretinoin,CC1=C(C(CCC1)(C)C)/C=C/C(=C/C=C/C(=C/C(=O)O)/C)/C,58.3868,0.5,0.02020928,0.028707314,0.031764406,0.052558592,0.063789029,0.072215558,0.097164547,0.084009141,0.07329052,0.0531633,0.042474619,0.058556278,0.047830915
556,Haloperidol,C1CN(CCC1(C2=CC=C(C=C2)Cl)O)CCCC(=O)C3=CC=C(C=C3)F,42.9227,1.01,0.01571474,0.052670786,0.046645012,0.038095458,0.033014115,0.067057548,0.106820909,0.097481254,0.093249571,0.053024127,0.061021698,0.021212679,0.015661659
557,Imipramine Hydrochloride,CN(C)CCCN1C2=CC=CC=C2CCC3=CC=CC=C31.Cl,44.0578,0.92,0.021017969,0.021020651,0.040140672,0.042035939,0.042443328,1.096179294,18.27022581,17.97162155,16.20744934,12.10514502,8.944122009,7.773426871,5.134545455
558,Oxaliplatin Impurity Ⅲ,C1C[C@@H](N)[C@H](N)C1.O=C([O-])C(=O)O[Pt](O)(O)C(=O)C(=O)O,23.4407,1.41,0.016808052,0.042268292,0.042060804,0.066401009,0.086253698,0.107144166,0.136349683,0.112070864,0.104021289,0.08416174,0.067662005,0.033648733,0.038509234
559,Methyltestosterone,C[C@]12CCC(=O)C=C1CC[C@@H]3[C@@H]2CC[C@]4([C@H]3CC[C@]4(C)O)C,52.7304,4.8,0.092319012,0.166887101,0.235995364,0.310656403,0.424151647,0.540804512,0.754127858,0.761485661,0.752687944,0.707154876,0.631501818,0.575208122,0.496797035
560,Bilirubin,CC1=C(NC(=C1CCC(=O)O)CC2=C(C(=C(N2)/C=C\3/C(=C(C(=O)N3)C)C=C)C)CCC(=O)O)/C=C\4/C(=C(C(=O)N4)C=C)C,54.8446,1.52,0.044152301,0.056322461,0.073183346,0.092875334,0.118311319,0.172367398,0.204141013,0.156363076,0.119925295,0.107828724,0.085095404,0.077259236,0.068521539
561,Troxerutin,C[C@H]1[C@@H]([C@H]([C@H]([C@@H](O1)OC[C@@H]2[C@H]([C@@H]([C@H]([C@@H](O2)OC3=C(OC4=CC(=CC(=C4C3=O)O)OCCO)C5=CC(=C(C=C5)OCCO)OCCO)O)O)O)O)O)O,53.338,42.11,0.044152301,0.056319963,0.07318292,0.092872323,0.118307918,0.17235997,0.204162398,0.154395018,0.119953494,0.107810978,0.083027232,0.077264248,0.06919461
562,Fructose Sodium Diphosphate,C([C@H]([C@H]([C@@H](C(=O)COP(=O)(O)[O-])O)O)O)OP(=O)([O-])[O-].O.O.O.O.O.O.O.O.[Na+].[Na+].[Na+],44.3205,22.23,0.252883638,0.658573253,3.907161199,10.17635319,15.00233358,16.39959005,17.83536423,17.24454272,17.06941194,16.97506128,16.86142534,16.73452021,16.66239152
563,Vitamin B2,CC1=CC2=C(C=C1C)N(C3=NC(=O)NC(=O)C3=N2)C[C@@H]([C@@H]([C@@H](CO)O)O)O,51.3549,0.87,0.031461639,0.019873193,0.01931416,0.051654891,0.054132226,0.121478027,0.248550666,0.179007267,0.146843428,0.11229794,0.048286918,0.021225943,0.03231399
564,Fenbufen,C1=CC=C(C=C1)C2=CC=C(C=C2)C(=O)CCC(=O)O,42.2171,0,0.315493436,0.251603858,0.094962766,0.011505433,0.01333932,0.032045066,0.052003277,0.045310521,0.035551691,0.023573532,0.01349536,0.003608573,0
565,Benproperine Phosphate,CC(COC1=CC=CC=C1CC2=CC=CC=C2)N3CCCCC3.OP(=O)(O)O,51.3279,1.08,0.032591931,0.039378691,0.045910769,0.060301101,0.07764251,0.176048109,0.19880695,0.150554484,0.127335917,0.09591563,0.068941924,0.048955449,0.05351618
566,Hydrocortisone Sodium Succinate,C[C@]12CCC(=O)C=C1CC[C@@H]3[C@@H]2[C@H](C[C@]4([C@H]3CC[C@@]4(C(=O)COC(=O)CCC(=O)[O-])O)C)O.[Na+],52.4098,156.54,3.493642513,5.561825657,7.557898597,9.495942902,11.76552251,14.65308057,21.88467612,19.47106289,15.85251046,13.10558036,10.5919241,8.70310132,6.927801761
567,Ubenimex,CC(C)C[C@@H](C(=O)O)NC(=O)[C@H]([C@@H](CC1=CC=CC=C1)N)O,51.1905,38.53,0.374418309,1.275657431,1.947260015,2.072484227,2.124679435,2.167411367,2.220728659,2.209280017,2.183349277,2.181416459,2.156858773,2.148651573,2.135706235
568,Diprophylline,CN1C2=C(C(=O)N(C1=O)C)N(C=N2)CC(CO)O,53.1863,1.15,0.010503799,0.03926555,0.052972021,0.085105205,0.127570098,0.196115035,0.203649757,0.123733809,0.081136788,0.050068639,0.056906938,0.031835871,0.019852697
569,Potassium Nitrate,[N+](=O)([O-])[O-].[K+],53.6662,2.5,0.04208929,0.083558695,0.113614651,0.140056619,0.156787759,0.179823403,0.299954366,0.180173631,0.167995412,0.163106407,0.163534335,0.137844122,0.131797872
570,Pyridoxal Phosphate Monohydrate,CC1=CC(C=O)=C(COP(=O)(O)O)C(=C1O)O.O,49.1125,2.11,0.023136728,0.060800856,0.092202623,0.128474211,0.142217955,0.157877726,0.237964938,0.233935837,0.202939726,0.175745497,0.147222448,0.132057003,0.094445905
571,Policresulen Impurity D,CC1=C(C=C(C(=C1O)S(=O)(=O)N)C)CC2=CC(=C(C(=C2)O)S(=O)(=O)N)C,23.7166,241.46,7.210810736,8.273361433,9.057231016,10.40251691,10.57531724,10.62141051,10.62034462,10.60077018,10.55137792,10.50127544,10.43088123,10.36812677,10.37112235
572,Zinc Citrate,C(C(=O)[O-])C(CC(=O)[O-])(C(=O)[O-])O.C(C(=O)[O-])C(CC(=O)[O-])(C(=O)[O-])O.O.O.[Zn+2].[Zn+2].[Zn+2],46.4534,0,0.053547948,0.007178799,0.015420905,0.038553215,0.133164949,0.216133699,0.309866516,0.1658709,0.100768672,0.087316739,0.068045205,0.054931091,0.054120283
573,Xanthinol Nicotinate,CN1C2=C(C(=O)N(C1=O)C)N(C=N2)CC(CN(C)CCO)O.C1=CC(=CN=C1)C(=O)O,52.7639,0.37,0.004213443,0.009768754,0.014479424,0.028621298,0.045755975,0.0715782,0.10186586,0.102800658,0.095880235,0.096393406,0.087862728,0.074749067,0.069775005
574,Promethazine Hydrochloride,CC(CN1C2=CC=CC=C2SC3=CC=CC=C31)N(C)C.Cl,54.0964,1.75,0.029367837,0.055061058,0.065675839,0.06440671,0.084895743,0.116433778,0.146486139,0.134561595,0.124792984,0.102874028,0.092332106,0.086294747,0.07564222
575,Sodium Dihydrogen Phosphate Anhydrous,OP(=O)(O)[O-].[Na+],40.1697,0.03,0,2.81E-08,0.052489356,0.002021414,0.053735075,1.85785187,23.78282337,24.70340282,20.92369513,13.79518789,4.627564993,0.634944097,0.92095257
576,Sorbitol,C([C@H]([C@H]([C@@H]([C@H](CO)O)O)O)O)O,50.6043,7,0.042061078,0.154320904,0.401239692,0.840074524,1.535495326,3.511649698,17.5646534,16.50804401,11.35703377,5.087907633,1.673622399,0.830464912,0.513084889
577,Levocetirizine Hydrochloride,C1CN(CCN1CCOCC(=O)O)[C@H](C2=CC=CC=C2)C3=CC=C(C=C3)Cl.Cl.Cl,51.5289,6.21,0.146967011,0.199019133,0.271272367,0.378980248,0.494513132,0.756512798,2.405920994,0.96230925,0.616051916,0.536551176,0.367598825,0.28915285,0.249088707
578,Lansoprazole,CC1=C(C=CN=C1CS(=O)C2=NC3=CC=CC=C3N2)OCC(F)(F)F,58.0766,0.67,0.013681167,0.025432635,0.030386751,0.037467489,0.039726859,0.051913557,0.042588742,0.047401364,0.028244923,0.032843881,0.011551319,0.014429071,0.0081925
579,Calcium Carbonate,C(=O)([O-])[O-].[Ca+2],54.3508,0.24,0.006298277,0.017002699,0.021520614,0.045507477,0.047872088,0.072060892,0.066826199,0.060011723,0.041472786,0.041268822,0.039008643,0.033599109,0.036696868
580,Liranaftate,CN(C1=NC(=CC=C1)OC)C(=S)OC2=CC3=C(CCCC3)C=C2,49.1336,0.12,0.180655511,0.175082355,0.084694601,0.080130418,0.122139166,0.12415043,0.1766922,0.142111563,0.118923782,0.093740907,0.068238128,0.026254699,0
581,Rabeprazole Sodium,CC1=C(C=CN=C1CS(=O)C2=NC3=CC=CC=C3[N-]2)OCCCOC.[Na+],56.1712,121.99,2.494132953,4.24282557,6.264264017,9.003471598,11.92692654,13.80453384,18.5516398,18.04232387,17.14722446,16.24814003,15.3810428,14.52506181,13.50495303
582,Metformin Hydrochloride,CN(C)C(=N)N=C(N)N.Cl,48.2321,2.31,0.039992064,0.078589375,0.09529299,0.127396,0.14747124,0.181130286,0.21183925,0.220755432,0.184012685,0.147200018,0.14487994,0.104164132,0.040902668
583,Racecadotril,CC(=O)SCC(CC1=CC=CC=C1)C(=O)NCC(=O)OCC2=CC=CC=C2,50.4852,0.92,0.071380358,0.072401959,0.084550253,0.077965004,0.079806455,0.067185675,0.072443979,0.060068246,0.014339169,0.075244055,0.075698373,0.070334859,0.070240009
584,Potassium Chloride,[Cl-].[K+],53.1086,1.61,0.013673827,0.053027232,0.063191726,0.106207104,0.119171682,0.155036362,0.209229518,0.176622115,0.091653118,0.077849497,0.061797458,0.04985083,0.055910104
585,Sodium Ntroprusside,[C-]#N.[C-]#N.[C-]#N.[C-]#N.[C-]#N.[N-]=O.O.O.[Na+].[Na+].[Fe+4],53.4429,1.47,0.031557521,0.038265396,0.051601956,0.114651103,0.130345947,0.146190051,0.158261509,0.150303348,0.133946776,0.11982783,0.121971415,0.146741841,0.134706399
586,Carbazochrome Sodium Sulfonate,CN1C(CC2=CC(=C(C=C21)O)N=NC(=O)N)S(=O)(=O)[O-].[Na+].O.O.O,52.9544,324.39,10.77163383,11.03402602,11.09768941,11.1093043,11.4985364,11.68885616,11.6519226,11.59240065,11.53315964,11.38064331,11.2987554,10.90844998,10.68324182
587,Omeprazole,CC1=CN=C(C(=C1OC)C)CS(=O)C2=NC3=C(N2)C=C(C=C3)OC,50.2141,1.28,0.055602564,0.042914066,0.0699849,0.096692341,0.115169926,0.137624223,0.164132997,0.154999727,0.136312073,0.089140782,0.036450932,0.035329847,0.031861549
588,Lysine Acetylsalicylate,CC(=O)OC1=CC=CC=C1C(=O)O.C(CCN)CC(C(=O)O)N,59.2811,5.93,0.131678295,0.216286515,0.320104738,0.442962829,0.703154733,1.296618819,3.386342413,1.365338211,0.712868486,0.445582977,0.293061094,0.164908614,0
589,Tropisetron Hydrochloride,CN1[C@@H]2CC[C@H]1CC(C2)OC(=O)C3=CNC4=CC=CC=C43.Cl,41.0964,0.78,0.040968292,0.060114409,0.066527004,0.051263044,0.005432107,0.035762416,0.089599588,0.087234043,0.077058758,0.069730239,0.06034317,0.077326188,0.011481156
590,Esmolol Hydrochloride,CC(C)NCC(COC1=CC=C(C=C1)CCC(=O)OC)O.Cl,48.1693,1.02,0.08403273,0.098056852,0.130572737,0.158758359,0.308323419,0.849678841,7.186680179,2.537788208,0.355964898,0.170507105,0.079912004,0.008620338,0
591,Meclofenoxate Hydrochloride,CN(C)CCOC(=O)COC1=CC=C(C=C1)Cl.Cl,55.0107,0.54,0,0,0.00E+00,0.020984222,0.038681523,0.399043202,12.18746724,9.973522969,5.465115073,4.545890184,3.984010243,3.403973423,2.846992232
592,Diosmectite,O.[O-2].[O-2].[O-2].O=[Si]=O.O=[Si]=O.O=[Si]=O.O=[Si]=O.[Al+3].[Al+3],50.9455,225.78,5.364963139,8.144458465,10.21294077,12.30852287,14.35701746,16.67308794,20.46098657,18.45685151,16.2414841,14.99925231,13.48238681,11.80698902,9.867140815
593,Mitoxantrone Hydrochloride,C1=CC(=C2C(=C1NCCNCCO)C(=O)C3=C(C=CC(=C3C2=O)O)O)NCCNCCO.Cl.Cl,59.1894,93.4,2.410992893,3.209993608,5.296831619,6.712270527,8.494163874,12.68005277,20.7030984,20.37108786,19.97652227,19.83269538,19.05473816,16.03146876,9.012235274
594,Mosapride Citrate,CCOC1=CC(=C(C=C1C(=O)NCC2CN(CCO2)CC3=CC=C(C=C3)F)Cl)N.C(C(=O)O)C(CC(=O)O)(C(=O)O)O,45.8233,3.55,0.056865079,0.191955633,0.315062179,0.503247808,0.675373662,0.952841572,1.285712197,0.935191382,0.713373647,0.54934837,0.400726918,0.145455039,0.11529152
595,Diflunisal,C1=CC(=C(C=C1C2=C(C=C(C=C2)F)F)C(=O)O)O,45.7031,2.81,0.402778811,0.458195236,0.347045975,0.181506955,0.091025907,0.105812745,0.136724292,0.110028442,0.132093602,0.074622856,0.059697876,0.030824313,0.05284073
596,Sotalol Hydrochloride,CC(C)NCC(C1=CC=C(C=C1)NS(=O)(=O)C)O.Cl,55.3649,1,0.026336333,0.044711541,0.05160515,0.060167564,0.087755991,0.113906053,0.140752762,0.147800454,0.114301891,0.051643373,0.049307163,0.03484842,0.011071244
597,Potassium Dihydrogen Phosphate,OP(=O)(O)[O-].[K+],56.5788,0,0.247626971,0.232353109,0.086604875,0.079429117,0.055468326,0.059566516,0.054647769,0.032299827,0.022634598,0.012409441,0.015685441,0.021077927,0.017636142
598,Cisapride,CO[C@H]1CN(CC[C@H]1NC(=O)C2=CC(=C(C=C2OC)N)Cl)CCCOC3=CC=C(C=C3)F,54.7483,12.73,0.244311196,0.435916196,0.646357973,0.88324907,1.164491289,1.464503929,1.908105964,1.658981038,1.38129337,1.115861349,0.92000491,0.696688146,0.557957592
599,Lamotrigine,C1=CC(=C(C(=C1)Cl)Cl)C2=C(N=C(N=N2)N)N,55.1204,1.72,0.064905666,0.080475608,0.06153792,0.037818848,0.059558376,0.074254003,0.190526798,0.183107085,0.078529808,0.055296337,0.03244957,0.020073187,0.010412926
600,Metadoxine,CC1=NC=C(C(=C1O)CO)CO.C1CC(=O)N[C@@H]1C(=O)O,55.8916,1.64,0.1050913,0.105091313,0.168146081,0.210182453,0.378715568,0.411434499,14.08744059,13.44142986,12.34864144,12.10647713,12.19115645,12.11252376,12.0284647
601,Seratrodast,CC1=C(C(=O)C(=C(C1=O)C)C(CCCCCC(=O)O)C2=CC=CC=C2)C,47.232,0,0.661695506,0.619521324,0.430952473,0.126695496,0.060234467,0.087018868,0.179957733,0.182166229,0.159487875,0.109337307,0.064815216,0.024896005,0.00606039
602,Amlodipine Mesylate,CCOC(=O)C1=C(NC(=C(C1C2=CC=CC=C2Cl)C(=O)OC)C)COCCN.CS(=O)(=O)O.O,47.3473,106.4,3.500624917,3.659182502,3.689258219,3.700989277,3.729295732,3.783077011,3.830942646,3.920907134,3.823625341,3.842750332,3.807260166,3.775419741,3.730768548
603,Urapidil Hydrochloride,CN1C(=CC(=O)N(C1=O)C)NCCCN2CCN(CC2)C3=CC=CC=C3OC.Cl,55.5808,14.43,0.355633937,0.520068618,0.669679891,0.867341488,1.0644425,1.263639696,1.56135201,1.426579381,1.285023562,1.155963004,1.103034271,0.801980932,0.726820604
604,Isopropiram Fumarate,CN1CCN(CC1)CC(=O)N2C=CC=CC2.C(=C(C(=O)O)C(=O)O),58.24226,1.61,0.032678237,0.055770347,0.087381656,0.123355959,0.176132663,0.274099829,0.641551243,0.336263454,0.231516782,0.18016128,0.138526776,0.104070134,0.081578086
605,Gabapentin,C1CCC(CC1)(CC(=O)O)CN,52.0329,0.2,0.003149785,0.003104266,0.008015911,0.005138648,0.008422691,0.015835444,0.024150929,0.027361818,0.016518914,0.015747012,0.017280125,0.015666097,0.012097278
606,Setastine Hydrochloride,CC(C1=CC=CC=C1)(C2=CC=C(C=C2)Cl)OCCN3CCCCCC3.Cl,48.0507,3.14,0.117671272,0.11557727,0.113221429,0.128186386,0.15898053,0.283735881,0.999053699,0.681103392,0.359473335,0.220202994,0.121941993,0.101310667,0.095729044
607,Calcium Hydrogen Phosphate,O.O.OP(=O)([O-])[O-].[Ca+2],58.3825,5.85,0.146783255,0.19671977,0.252278963,0.311542702,0.340883884,0.402048288,0.493210364,0.437548124,0.403986226,0.381656654,0.355453982,0.319398214,0.296032723
608,Bendazol Hydrochloride,C1=CC=C(C=C1)CC2=NC3=CC=CC=C3N2.Cl,56.8027,11.08,0.315108366,0.358577073,0.635484091,3.152481261,7.557636366,8.581459745,8.814183397,8.738148379,8.686272505,8.640057,8.539602376,8.506155904,8.469182799
609,β-Carotene,CC1=C(C(CCC1)(C)C)/C=C/C(=C/C=C/C(=C/C=C/C=C(/C=C/C=C(/C=C/C2=C(CCCC2(C)C)C)\C)\C)/C)/C,8.677,2.16,0.075584012,0.073705506,0.130426378,0.186558656,0.19567493,0.293126984,0.405963779,0.363795112,0.298606346,0.201262267,0.179617796,0.16302107,0.120778276
610,Berberine Tannate,COC1=C(C2=C[N+]3=C(C=C2C=C1)C4=CC5=C(C=C4CC3)OCO5)OC.C1=C(C=C(C(=C1O)O)O)C(=O)OC2=CC(=CC(=C2O)O)C(=O)OC[C@@H]3[C@H]([C@@H]([C@H]([C@@H](O3)OC(=O)C4=CC(=C(C(=C4)OC(=O)C5=CC(=C(C(=C5)O)O)O)O)O)OC(=O)C6=CC(=C(C(=C6)OC(=O)C7=CC(=C(C(=C7)O)O)O)O)O)OC(=O)C8=CC(=C(C(=C8)OC(=O)C9=CC(=C(C(=C9)O)O)O)O)O)OC(=O)C1=CC(=C(C(=C1)OC(=O)C1=CC(=C(C(=C1)O)[O-])O)O)O,40.3339,104.82,2.669183493,3.665006969,4.561971738,5.443233337,6.526672742,7.919783732,10.88314188,10.23440185,9.688886124,8.964416952,8.018247401,7.387401614,6.0103374
611,Edaravone,CC1=NN(C(=O)C1)C2=CC=CC=C2,51.7417,0.3,0.004194889,0.00940823,0.004006029,0.009298547,0.022023108,0.029240271,0.036715918,0.030443687,0.033104602,0.023063916,0.019961982,0.026176496,0.024960763
612,Zaleplon,CCN(C1=CC=CC(=C1)C2=CC=NC3=C(C=NN23)C#N)C(=O)C,49.8691,0,0.024197482,0.013490175,0.025081907,0.031256997,0.047334574,0.075584248,0.074002732,0.058691309,0.04929566,0.069281299,0.048279367,0.044157876,0.045921082
613,Buflomedil Hydrochloride,COC1=CC(=C(C(=C1)OC)C(=O)CCCN2CCCC2)OC.Cl,56.4434,0.37,0.038848449,0.043038629,0.051053642,0.074600778,0.078025559,0.053534259,0.199613591,0.199178039,0.195358002,0.027169228,0.01151395,0.009355445,0.006807985
614,Xylometazoline Hydrochloride,CC1=CC(=CC(=C1CC2=NCCN2)C)C(C)(C)C.Cl,53.4706,0.13,0.005268683,0.004231438,0.009223569,0.036885534,0.054176943,0.072747058,0.115136019,0.104214404,0.093951874,0.077229213,0.059817553,0.041092687,0.024566031
615,Imidapril Hydrochloride,CCOC(=O)[C@H](CCC1=CC=CC=C1)N[C@@H](C)C(=O)N2[C@@H](CN(C2=O)C)C(=O)O.Cl,46.1461,0.74,0.040847618,0.042962925,0.044323546,0.040996199,0.051120929,0.064821331,0.081070373,0.065834794,0.053345411,0.040753793,0.014615004,0.019883702,0.019497059
616,Zoledronic Acid,C1=CN(C=N1)CC(O)(P(=O)(O)O)P(=O)(O)O.O,54.2731,0.14,0.002104411,0.002203527,0.00521059,0.009880733,0.017821576,0.022114087,0.053634857,0.053656609,0.051701318,0.047104961,0.041014097,0.040000366,0.03041934
617,Propylthiouracil,CCCC1=CC(=O)NC(=S)N1  ,45.4988,0,0.026248039,0.024469192,0.070182185,0.074338194,0.087238997,0.094729474,0.091653562,0.085089659,0.078745613,0.065587642,0.071395183,0.061142747,0.059076816
618,Metoclopramide,CCN(CC)CCNC(=O)C1=CC(=C(C=C1OC)N)Cl,44.6299,0.2,0,0.000425268,0.014735562,0.023322503,0.036703706,0.035208992,0.03846615,0.043119236,0.044028464,0.037773177,0.028209109,0.027423751,0.024426845
619,Omepraole Sulphone,CC1=CN=C(C(=C1OC)C)CS(=O)(=O)C2=NC3=C(N2)C=C(C=C3)OC,1.6711,8.57,0.225420016,0.339864491,0.556101027,0.796318617,1.094715264,1.556168518,2.32973817,2.001114024,1.862146761,1.488817793,1.462078927,1.236001485,1.021594832
620,Dexamethasone Phosphate,C[C@@H]1C[C@H]2[C@@H]3CCC4=CC(=O)C=C[C@@]4([C@]3([C@H](C[C@@]2([C@]1(C(=O)COP(=O)(O)O)O)C)O)F)C,52.8526,2.09,0.073350755,0.111753859,0.217367722,1.474406118,6.059763718,7.835999367,7.871352392,7.883473277,7.842275163,7.795846265,7.733809256,7.619751161,7.596477124
621,Fluphenazine Decanoate,CCCCCCCCCC(=O)OCCN1CCN(CC1)CCCN2C3=CC=CC=C3SC4=C2C=C(C=C4)C(F)(F)F,53.6133,2.34,0.047160989,0.081345685,0.128452416,0.17953335,0.232732226,0.3004676,0.416221059,0.395975858,0.362111224,0.323664706,0.283438395,0.222344285,0.194762742
622,Methylclothiazide,CN1C(NC2=CC(=C(C=C2S1(=O)=O)S(=O)(=O)N)Cl)CCl,52.6218,0.65,0.0094533,0.030764702,0.046229966,0.051485359,0.065894469,0.087305781,0.112642171,0.109406085,0.109518186,0.106109079,0.097604523,0.073984442,0.06801785
623,Phenprobamate,C1=CC=C(C=C1)CCCOC(=O)N,43.877,0,0.052437082,0.053065316,0.057632902,0.055518227,0.04626216,0.046267636,0.176868918,0.115462719,0.06978197,0.025963343,0.02516963,0.034629135,0.020060171
